Id,city,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,type_of_house,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
22491,Mysore,30,F,ST,Leaf Selling,none,36000,2000,0,2,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22492,Mysore,26,F,ST,Vegetable vendor,none,24000,1000,0,1,1,T1,1,600,0,1,Agro Based Businesses,12,12,10000
22493,Mysore,35,F,ST,Vegetable vendor,none,48000,2000,0,2,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22494,Mysore,42,F,ST,Vegetable vendor,none,48000,3000,0,0,1,T1,3,600,0,1,Agro Based Businesses,12,12,10000
22495,Mysore,30,F,ST,Gram Selling,none,48000,3000,0,2,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22496,Mysore,30,F,ST,Fruits business,none,48000,3000,0,2,1,T1,4,600,1,1,Agro Based Businesses,12,12,10000
22497,Mysore,65,F,ST,Vegetable vendor,none,36000,2000,0,1,1,T1,2,600,0,1,Agro Based Businesses,12,12,10000
22498,Mysore,55,F,ST,Fruits business,none,36000,2000,0,0,1,T1,3,600,0,1,Agro Based Businesses,12,12,10000
22499,Mysore,28,F,ST,Vegetable vendor,none,40000,2000,0,3,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22500,Mysore,32,F,ST,Fruits business,none,36000,2500,0,2,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22501,Mysore,28,F,ST,Vegetable vendor,none,48000,3000,0,2,1,T1,4,600,0,1,Agro Based Businesses,12,12,10000
22502,Mysore,37,F,ST,Coconut Business,none,48000,3000,0,0,1,T1,3,600,0,1,Agro Based Businesses,12,12,10000
22503,Mysore,47,F,ST,Vegetable vendor,none,48000,3000,0,0,1,T2,3,600,0,1,Agro Based Businesses,12,12,10000
22504,Mysore,40,F,ST,Milk business,none,36000,2000,0,0,1,T1,3,600,0,1,Animal husbandry,12,12,10000
22505,Mysore,45,F,ST,Gram Selling,none,36000,2000,0,0,1,T1,3,600,0,1,Agro Based Businesses,12,12,10000
22506,Imphal,41,F,OBC,Paddy processing,none,30000,2000,0,1,1,T2,4,1700,1,1,Agro Based Businesses,12,12,8000
22507,Imphal,51,F,OBC,Rice business,none,36000,2500,1,2,1,T2,5,1600,1,1,Agro Based Businesses,12,12,8000
22508,Baruipur,31,F,S.C.,Tea stall,none,18000,4300,0,1,1,R,3,500,1,0.5,Eateries,12,50,10000
22509,Baruipur,53,F,S.C.,Thread making,none,12000,4000,0,0,1,T1,2,300,1,0.5,Business Services - II,12,50,8000
22510,Baruipur,46,F,S.C.,Agarbatti sales,none,18000,4000,0,0,1,T1,2,200,1,0.5,Agarbatti Business,12,50,8000
22511,Baruipur,21,F,S.C.,Tailoring,none,14400,4000,0,1,1,T1,3,750,1,0.5,Apparels,12,50,8000
22512,Baruipur,36,F,S.C.,Tailoring,none,14400,4300,0,2,1,R,4,600,1,0.5,Apparels,12,50,8000
22513,Baruipur,49,F,G.C,Processed food business,none,12000,4000,0,0,1,T1,2,250,1,0.5,Eateries,12,50,10000
22514,Baruipur,38,F,S.C.,Tailoring,none,14400,4500,0,0,1,R,3,500,1,0.5,Apparels,12,50,8000
22515,Baruipur,25,F,S.C,Thread making,none,12000,4500,0,3,1,T1,5,350,1,0.5,Business Services - II,12,50,10000
22516,Baruipur,38,F,S.C,Poultry farm,none,14400,4500,0,2,1,T1,4,300,1,0.5,Meat Businesses,12,50,10000
22517,Imphal,36,F,OBC,Petty shop,none,30000,2000,0,2,1,T2,4,1500,1,1,Retail Store,12,12,8000
22518,Imphal,40,F,OBC,Weaver,none,36000,2000,0,2,1,T2,4,1400,1,1,Apparels,12,12,8000
22519,Imphal,43,F,OBC,Fish vendor,none,36000,2500,0,1,1,T2,5,2000,1,1,Meat Businesses,12,12,8000
22520,Imphal,38,F,OBC,Petty shop,none,30000,2000,0,2,1,T2,4,2000,1,1,Retail Store,12,12,8000
22521,Imphal,25,F,OBC,Embroidery work,none,30000,1000,0,2,1,T2,4,1550,1,1,Handicrafts,12,12,8000
22522,Imphal,43,F,OBC,Embroidery work,none,30000,1500,0,3,1,T2,5,1900,1,1,Handicrafts,12,12,8000
22523,Imphal,38,F,OBC,Embroidery work,none,30000,1000,1,2,1,T2,4,1600,1,1,Handicrafts,12,12,8000
22524,PUSAD,38,F,Muslim,Snacks business,none,18000,4000,0,2,1,T2,4,400,0,0.5,Food Items,12,12,10000
22525,Imphal,37,F,OBC,Mini hotel,none,36000,1500,0,2,1,T2,4,1400,1,1,Eateries,12,12,8000
22526,PUSAD,22,F,Muslim,Tailoring,none,18000,3000,0,2,1,T2,2,300,0,1,Apparels,12,12,10000
22527,PUSAD,28,F,Muslim,Bangles business,none,24000,3500,0,4,1,T2,2,400,0,1,Artifical Jewellry Selling,12,12,10000
22528,Imphal,39,F,OBC,Tailoring,none,28000,1500,0,2,1,T2,4,1700,1,1,Apparels,12,12,8000
22529,PUSAD,40,F,Muslim,Tailoring,none,18000,3500,0,1,1,T2,2,500,1,1,Apparels,12,12,10000
22530,,23,F,OBC,Embroidery work,Daily wage labourer,54000,4000,0,1,1,T1,3,1000,1,1,Handicrafts,12,12,10000
22531,Imphal,38,F,OBC,Tailoring,none,30000,2000,0,2,1,T2,4,1450,1,1,Apparels,12,12,8000
22532,Imphal,31,F,OBC,Cloth business,none,30000,1500,0,1,1,T2,3,1450,1,1,Apparels,12,12,8000
22533,Imphal,44,F,OBC,Tailoring,none,30000,2000,0,1,1,T2,5,1700,1,1,Apparels,12,12,8000
22534,Imphal,27,F,OBC,Tailoring,none,30000,1500,0,1,1,T2,3,1800,1,1,Apparels,12,12,8000
22535,Imphal,46,F,OBC,Embroidery work,none,36000,2000,0,1,1,T2,4,1500,1,1,Handicrafts,12,12,8000
22536,Imphal,35,F,OBC,Handloom Work,none,36000,1500,2,0,1,T2,4,2000,1,1,Handicrafts,12,12,8000
22537,Imphal,31,F,OBC,Embroidery work,none,30000,1500,0,1,1,T2,3,2100,1,1,Handicrafts,12,12,8000
22538,Imphal,31,F,OBC,Embroidery work,none,30000,1500,0,2,1,T2,4,1300,1,1,Handicrafts,12,12,8000
22539,Imphal,21,F,OBC,Embroidery work,none,30000,2000,0,2,1,T2,5,2000,1,1,Handicrafts,12,12,8000
22540,,43,F,OBC,Artisan,Daily wage labourer,48000,3500,0,2,1,T1,4,1200,1,1,Handicrafts,12,12,10000
22541,,38,F,OBC,Fish rearing,Daily wage labourer,54000,4000,0,2,1,T1,4,1100,1,1,Meat Businesses,12,12,10000
22542,PUSAD,30,F,Muslim,Vegetable vendor,none,18000,3000,0,2,1,T2,2,300,1,1,Agro Based Businesses,12,12,10000
22543,PUSAD,35,F,Muslim,Grocery store,none,24000,4000,0,3,1,T2,2,400,0,1,Agro Based Businesses,12,12,15000
22544,,30,F,OBC,Fish rearing,Daily wage labourer,48000,35000,0,1,1,T1,3,1000,1,1,Meat Businesses,12,12,10000
22545,,27,F,OBC,Fish rearing,Daily wage labourer,60000,4300,0,2,1,T1,4,1200,1,1,Meat Businesses,12,12,10000
22546,,48,F,OBC,Paddy cultivation,Daily wage labourer,48000,3300,0,2,1,T1,4,800,1,1,Farming/ Agriculture,12,12,10000
22547,,21,F,OBC,Fish rearing,Daily wage labourer,48000,3400,0,1,1,R,4,900,1,1,Meat Businesses,12,12,10000
22548,,38,F,OBC,Bangles business,Daily wage labourer,54000,3800,0,1,1,T2,3,1200,1,1,Artifical Jewellry Selling,12,12,10000
22549,,42,F,OBC,Fish rearing,Daily wage labourer,48000,3400,0,2,1,R,4,1000,1,1,Meat Businesses,12,12,10000
22550,,27,F,OBC,Fish rearing,Daily wage labourer,48000,3400,0,1,1,T2,3,900,1,1,Meat Businesses,12,12,10000
22551,,44,F,OBC,Fish rearing,Daily wage labourer,54000,4000,0,2,1,R,4,1200,1,1,Meat Businesses,12,12,10000
22552,,35,F,OBC,Fish rearing,Daily wage labourer,54000,3800,0,2,1,R,4,1200,1,1,Meat Businesses,12,12,10000
22553,,33,F,OBC,Box making,Daily wage labourer,54000,4000,0,2,1,R,4,1000,1,1,Handicrafts,12,12,10000
22554,,38,F,OBC,Grocery store,Daily wage labourer,54000,4000,0,2,1,R,4,1000,1,1,Agro Based Businesses,12,12,10000
22555,,34,F,GENERAL,Home Appliance Repairs,Daily wage labourer,54000,4000,0,2,1,R,4,1000,1,1,Repair Services,12,12,10000
22556,,23,F,GENERAL,Mobile Accessories,Daily wage labourer,54000,4000,0,2,1,R,4,1200,1,1,Retail Store,12,12,10000
22557,PUSAD,40,F,Muslim,Vegetable vendor,none,24000,3000,0,0,1,T2,4,500,1,1,Agro Based Businesses,12,12,15000
22558,PUSAD,35,F,Muslim,Tailoring,none,24000,4500,0,4,1,T2,2,800,1,1,Apparels,12,12,15000
22559,Imphal,30,F,OBC,Tailoring,none,36000,2000,0,3,1,T2,4,1200,1,1,Apparels,12,12,8000
22560,,38,F,GENERAL,Cycle repair shop,Daily wage labourer,54000,4000,0,1,1,R,4,1000,1,1,Repair Services,12,12,10000
22561,Imphal,42,F,OBC,Tailoring,none,35000,2000,0,1,1,T2,5,1200,1,1,Apparels,12,12,8000
22562,,35,F,GENERAL,Cycle repair shop,Daily wage labourer,54000,4000,0,2,1,T1,4,900,1,1,Repair Services,12,12,10000
22563,,28,F,GENERAL,Paddy processing,Agriculture,54000,4000,0,0,1,R,3,1000,1,1,Agro Based Businesses,12,12,10000
22564,,32,F,SC,Fish rearing,Daily wage labourer,54000,3800,0,2,1,R,4,1100,1,1,Meat Businesses,12,12,10000
22565,,34,F,GENERAL,Grocery store,Daily wage labourer,60000,4200,0,2,1,T1,4,900,1,1,Agro Based Businesses,12,12,10000
22566,Baruipur,30,F,G.C,Thread making,none,14400,4500,0,2,1,T1,4,400,1,0.5,Business Services - II,12,50,10000
22567,Baruipur,33,F,G.C,Electronic goods shop,none,12000,4400,0,2,1,T1,4,500,1,0.5,Retail Store,12,50,10000
22568,Baruipur,32,F,G.C,Rice business,none,14400,4300,0,2,1,T1,4,250,1,0.5,Agro Based Businesses,12,50,10000
22569,PUSAD,41,F,Muslim,Flour mill,none,30000,3500,0,0,1,T2,3,1000,1,1,Business Services - I,12,12,15000
22570,PUSAD,30,F,Muslim,Buffalo rearing,none,24000,3000,0,2,1,T2,2,600,0,1,Animal husbandry,12,12,15000
22571,PUSAD,25,F,Muslim,Tailoring,none,18000,2000,0,0,1,T2,2,200,1,1,Apparels,12,12,10000
22572,PUSAD,22,F,Muslim,Stationery Shop,none,18000,3500,0,2,1,T2,2,300,1,1,Retail Store,12,12,10000
22573,Baruipur,46,F,S.C.,Decoration items sale,none,18000,4700,0,1,1,T1,4,500,1,0.5,Retail Sale,12,50,8000
22574,Baruipur,30,F,G.C,Paper Item Making,none,12000,4500,0,1,1,T1,3,250,1,0.5,Utensil Selling,12,50,10000
22575,Baruipur,48,F,S.C,Paper Item Making,none,12000,3700,0,0,1,R,2,600,1,0.5,Utensil Selling,12,50,10000
22576,Baruipur,37,F,G.C,Tailoring,none,12000,4500,0,1,1,T1,4,450,1,0.5,Apparels,12,50,10000
22577,Baruipur,34,F,G.C,Embroidery work,none,12000,4000,0,1,1,T1,3,600,1,0.5,Handicrafts,12,50,8000
22578,Baruipur,48,F,G.C,Paper Item Making,none,12000,5000,0,1,1,T1,3,250,1,0.5,Utensil Selling,12,50,8000
22579,Baruipur,40,F,G.C,Thread making,none,12000,4400,0,1,1,T1,3,250,1,0.5,Business Services - II,12,50,8000
22580,Baruipur,43,F,G.C,Thread making,none,12000,4500,0,0,1,T1,3,250,1,0.5,Business Services - II,12,50,8000
22581,,32,F,GENERAL,Fish rearing,Agriculture,54000,4000,0,2,1,T1,4,1000,1,1,Meat Businesses,12,12,5000
22582,,25,F,GENERAL,Fish rearing,Agriculture,48000,3500,0,2,1,T1,4,900,1,1,Meat Businesses,12,12,5000
22583,Imphal,27,F,OBC,Stationery Shop,none,36000,1500,0,1,1,T2,3,1000,1,1,Retail Store,12,12,8000
22584,Sambalpur,40,F,OBC,Vegetable cultivation,Others,24000,1200,0,1,1,T1,3,200,0,0.5,Farming/ Agriculture,12,12,8000
22585,Imphal,42,F,OBC,Natural Fiber Crafts,none,30000,1500,0,1,1,T2,4,1400,1,1,Handicrafts,12,12,8000
22586,Sambalpur,25,F,SC,Grocery store,none,36000,2000,0,2,1,T1,5,200,0,0.5,Agro Based Businesses,12,12,12000
22587,Imphal,42,F,OBC,Tailoring,none,35000,2000,0,1,1,T2,5,1200,1,1,Apparels,12,12,8000
22588,Sambalpur,28,F,OBC,Tailoring,Others,36000,2200,0,1,1,T1,3,200,0,0.5,Apparels,12,12,12000
22589,Sambalpur,41,F,ST,Rice business,Others,24000,1800,0,2,1,T1,5,200,0,0.5,Agro Based Businesses,12,12,12000
22590,Sambalpur,51,F,ST,Vegetable vendor,none,24000,2000,0,0,1,T1,2,200,0,1,Agro Based Businesses,12,12,10000
22591,Imphal,26,F,OBC,Tailoring,none,36000,1500,0,1,1,T2,3,2000,1,1,Apparels,12,12,8000
22592,Imphal,24,F,OBC,Embroidery work,none,30000,2000,1,1,1,T2,4,2100,1,1,Handicrafts,12,12,8000
22593,Imphal,32,F,OBC,Embroidery work,none,30000,2000,0,2,1,T2,4,1800,1,1,Handicrafts,12,12,8000
22594,Sambalpur,56,F,ST,Puffed rice business,Others,24000,1800,0,0,1,T1,2,200,0,0.5,Eateries,12,12,12000
22595,Sambalpur,53,F,OBC,Puffed rice business,Others,36000,3000,0,0,1,T1,2,200,0,0.5,Eateries,12,12,8000
22596,Imphal,35,F,OBC,Embroidery work,none,24000,1500,0,1,1,T2,3,1700,1,1,Handicrafts,12,12,8000
22597,Imphal,58,F,OBC,Grocery store,none,36000,2000,1,0,1,T2,3,1600,1,1,Agro Based Businesses,12,12,8000
22598,Imphal,34,F,OBC,Weaver,none,36000,2000,0,2,1,T2,4,2000,1,1,Apparels,12,12,8000
22599,Imphal,25,F,OBC,Weaver,none,36000,2500,0,1,1,T2,3,2000,1,1,Apparels,12,12,8000
22600,Imphal,34,F,OBC,Embroidery work,none,30000,2000,0,2,1,T2,4,1600,1,1,Handicrafts,12,12,8000
22601,Imphal,38,F,OBC,Weaver,none,36000,2000,0,3,1,T2,5,2000,1,1,Apparels,12,12,8000
22602,Imphal,52,F,OBC,Mini hotel,none,30000,1500,1,0,1,T2,4,1700,1,1,Eateries,12,12,8000
22603,Sambalpur,39,F,ST,Puffed rice business,Others,24000,1000,0,2,1,T1,5,200,0,0.5,Eateries,12,12,12000
22604,Imphal,33,F,OBC,Weaver,none,38000,1500,0,2,1,T2,4,2000,1,1,Apparels,12,12,8000
22605,Sambalpur,54,F,OBC,Tailoring,Others,36000,2000,0,0,1,T1,3,200,0,0.5,Apparels,12,12,12000
22606,Sambalpur,49,F,ST,Vegetable vendor,Others,30000,1500,0,0,1,T1,8,200,0,0.5,Agro Based Businesses,12,12,12000
22607,Imphal,44,F,OBC,Weaver,none,36000,2500,0,0,1,T2,4,2300,1,1,Apparels,12,12,8000
22608,Imphal,23,F,OBC,Cloth business,none,36000,2000,0,1,1,T2,3,1900,1,1,Apparels,12,12,8000
22609,Imphal,50,F,OBC,Weaver,none,38000,2000,0,1,1,T2,5,1800,1,1,Apparels,12,12,8000
22610,,24,M,ST,Cloth business,Daily wage labourer,54000,4000,0,0,1,R,2,1000,1,1,Apparels,12,12,7000
22611,,24,M,GENERAL,Stationery Shop,Daily wage labourer,54000,4000,0,0,1,T1,2,900,1,1,Retail Store,12,12,7000
22612,Sandeshkhali,23,M,SC,Grocery store,Daily wage labourer,54000,4000,0,1,1,T1,3,900,1,1,Agro Based Businesses,12,12,7000
22613,,33,M,GENERAL,Sweets shop,Daily wage labourer,54000,4200,1,0,1,T1,2,1000,1,1,Eateries,12,12,7000
22614,,27,M,SC,Mobile Accessories,Daily wage labourer,54000,3800,0,0,1,R,3,500,1,1,Retail Store,12,12,7000
22615,,25,M,SC,Footwear business,Daily wage labourer,48000,3500,0,0,1,R,2,900,1,1,Retail Store,12,12,7000
22616,,38,M,GENERAL,Fish vendor,Daily wage labourer,60000,3800,0,0,1,R,2,1000,1,1,Meat Businesses,12,12,7000
22617,,29,M,OBC,Fruits business,Daily wage labourer,54000,4000,0,0,1,T1,2,850,1,1,Agro Based Businesses,12,12,7000
22618,,24,M,SC,Rice business,Agriculture,54000,4000,1,0,1,R,2,1000,1,1,Agro Based Businesses,12,12,7000
22619,,24,F,SC,Fish rearing,Daily wage labourer,48000,3500,0,0,1,R,2,900,1,1,Meat Businesses,12,12,5000
22620,,19,F,SC,Fish rearing,Daily wage labourer,48000,3500,0,0,1,T1,3,1000,1,1,Meat Businesses,12,12,5000
22621,,40,F,SC,Fish rearing,Daily wage labourer,54000,4000,0,0,1,R,3,1000,1,1,Meat Businesses,12,12,5000
22622,,27,F,SC,Fish rearing,Daily wage labourer,48000,3500,0,0,1,R,2,1000,1,1,Meat Businesses,12,12,5000
22623,,24,F,SC,Fish rearing,Daily wage labourer,48000,3500,0,1,1,R,3,900,1,1,Meat Businesses,12,12,5000
22624,,40,F,OBC,Fish rearing,Agriculture,48000,3500,0,0,1,T1,3,900,1,1,Meat Businesses,12,12,5000
22625,,23,F,OBC,Auto Rickshaw,Daily wage labourer,54000,3800,0,1,1,T1,3,1000,1,1,Transportation Services,12,12,5000
22626,,38,F,OBC,Fish rearing,Daily wage labourer,48000,3500,0,0,1,T1,3,900,1,1,Meat Businesses,12,12,5000
22627,,47,F,OBC,Fish rearing,Daily wage labourer,48000,3200,0,1,1,T2,3,900,1,1,Meat Businesses,12,12,5000
22628,,44,F,OBC,Fish rearing,Daily wage labourer,48000,3200,0,1,1,T1,3,900,1,1,Meat Businesses,12,12,5000
22629,,45,F,OBC,Fish rearing,Daily wage labourer,48000,3300,0,1,1,T2,3,1000,1,1,Meat Businesses,12,12,5000
22630,SANDESHKHALI,50,F,OBC,Fish rearing,Daily wage labourer,54000,4000,0,0,1,T1,3,1000,1,1,Meat Businesses,12,12,5000
22631,,25,F,OBC,Fish rearing,Daily wage labourer,48000,3200,0,1,1,T1,3,1100,1,1,Meat Businesses,12,12,5000
22632,,36,F,OBC,Fish rearing,Daily wage labourer,54000,3800,0,2,1,T1,3,900,1,1,Meat Businesses,12,12,5000
22633,,45,F,ST,Fish rearing,Daily wage labourer,60000,4000,0,0,1,T1,3,900,1,1,Meat Businesses,12,12,5000
22634,PUSAD,23,F,Muslim,Goat rearing,none,48000,2700,0,1,1,T2,2,300,1,1,Meat Businesses,12,12,10000
22635,PUSAD,40,F,NT,Tiffin center,none,18000,3000,0,0,1,T2,3,500,1,1,Eateries,12,12,10000
22636,PUSAD,30,F,ST,School,none,24000,4000,0,2,1,T2,2,500,1,1,Education Loan,12,12,12000
22637,PUSAD,34,F,ST,School,none,18000,4500,0,1,1,T2,2,400,1,1,Education Loan,12,12,5000
22638,,36,F,SC,Fish rearing,Daily wage labourer,54000,3800,0,0,1,T1,2,1000,1,1,Meat Businesses,12,12,5000
22639,,32,F,SC,Paddy processing,Agriculture,48000,3200,0,2,1,R,4,900,1,1,Agro Based Businesses,12,12,5000
22640,Shantipur,32,F,Sechudle Caste,Handloom Work,none,24000,3500,0,2,1,T1,4,600,1,1,Handicrafts,12,50,12000
22641,Shantipur,37,F,Sechudle Caste,Handloom Work,none,24000,4000,0,2,1,T2,4,600,1,1,Handicrafts,12,50,15000
22642,Shantipur,25,F,General Caste,Handloom Work,none,24000,4000,0,2,1,T1,4,240,1,1,Handicrafts,12,50,15000
22643,Shantipur,36,F,Sechudle Caste,Thread making,none,24000,4000,0,1,1,T1,3,600,1,1,Business Services - II,12,50,10000
22644,Shantipur,32,F,General Caste,Grocery store,none,24000,3500,0,1,1,R,3,600,1,1,Agro Based Businesses,12,50,15000
22645,Shantipur,28,F,Minority,Handloom Work,none,24000,3500,0,2,1,T1,4,600,1,1,Handicrafts,12,50,15000
22646,Imphal,39,F,OBC,Weaver,none,36000,2000,1,1,1,T2,3,1900,1,1,Apparels,12,12,8000
22647,Shantipur,22,F,Minority,Handloom Work,none,24000,3500,0,1,1,R,3,600,1,1,Handicrafts,12,50,11000
22648,Shantipur,36,F,Sechudle Caste,Handloom Work,none,24000,3500,0,2,1,T1,4,300,1,1,Handicrafts,12,50,10000
22649,Shantipur,29,F,General Caste,Handloom Work,none,24000,3500,0,2,1,T1,4,300,1,1,Handicrafts,12,50,11000
22650,Shantipur,33,F,Minority,Handloom Work,none,24000,3500,0,2,1,T1,4,300,1,1,Handicrafts,12,50,12000
22651,Shantipur,22,F,Sechudle Caste,Handloom Work,none,24000,3500,0,2,1,T1,4,200,1,1,Handicrafts,12,50,10000
22652,Shantipur,40,F,Minority,Handloom Work,none,24000,3500,0,1,1,T1,4,400,1,1,Handicrafts,12,50,10000
22653,Shantipur,44,F,Sechudle Caste,Grocery store,none,24000,3500,0,2,1,T1,4,400,1,1,Agro Based Businesses,12,50,10000
22654,Bochha,36,F,OBC,Cow Rearing,Agriculture,60000,5000,0,3,1,T2,5,100,1,1,Animal husbandry,12,50,8000
22655,Bochha,40,F,OBC,Tailoring,Agriculture,60000,5000,0,1,1,T2,4,100,1,1,Apparels,12,50,8000
22656,Bochha,40,F,OBC,Cow Rearing,Agriculture,60000,5000,0,1,1,T2,4,100,1,1,Animal husbandry,12,50,8000
22657,Shantipur,45,F,Minority,Handloom Work,none,24000,3500,0,1,1,T1,4,400,1,1,Handicrafts,12,50,14000
22658,Bochha,35,F,OBC,Goat rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Meat Businesses,12,50,8000
22659,Bochha,30,F,OBC,Goat rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Meat Businesses,12,50,8000
22660,Bochha,35,F,OBC,Cow Rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Animal husbandry,12,50,8000
22661,Bochha,40,F,OBC,Goat rearing,Agriculture,60000,5000,0,1,1,T2,4,100,1,1,Meat Businesses,12,50,8000
22662,Shantipur,33,F,General Caste,Thread making,none,18000,3000,0,1,1,T1,3,700,1,1,Business Services - II,12,50,8000
22663,Bochha,40,F,OBC,Tailoring,Agriculture,60000,5000,0,1,1,T2,4,100,1,1,Apparels,12,50,8000
22664,Bochha,40,F,OBC,Cow Rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Animal husbandry,12,50,8000
22665,Shantipur,29,F,Minority,Handloom Work,none,24000,4000,0,2,1,T2,4,220,1,1,Handicrafts,12,50,12000
22666,Shantipur,45,F,Sechudle Caste,Handloom Work,none,24000,4000,0,1,1,T1,3,900,1,1,Handicrafts,12,50,15000
22667,Shantipur,43,F,Sechudle Caste,Handloom Work,none,24000,4000,0,0,1,T1,4,700,1,1,Handicrafts,12,50,14000
22668,PUSAD,40,F,OBC,School,none,12000,4500,0,2,1,T2,3,600,1,1,Education Loan,12,12,15000
22669,Shantipur,23,F,Sechudle Caste,Handloom Work,none,18000,3000,0,2,1,T1,4,700,1,1,Handicrafts,12,50,10000
22670,PUSAD,37,F,SC,School,none,72000,4000,1,2,1,T2,2,600,1,1,Education Loan,12,12,7500
22671,PUSAD,38,F,OBC,School,none,36000,2000,0,1,1,T2,1,100,1,1,Education Loan,12,12,5000
22672,Shantipur,38,F,Minority,Handloom Work,none,24000,4000,0,1,1,T1,3,900,1,1,Handicrafts,12,50,15000
22673,Shantipur,33,F,Sechudle Caste,Handloom Work,none,24000,4000,0,2,1,T1,4,900,1,1,Handicrafts,12,50,15000
22674,Shantipur,37,F,Minority,Handloom Work,none,18000,3500,0,1,1,T1,4,900,1,1,Handicrafts,12,50,10000
22675,Shantipur,42,F,Minority,Handloom Work,none,24000,4000,0,1,1,T1,4,900,1,1,Handicrafts,12,50,15000
22676,Shantipur,47,F,Minority,Handloom Work,none,24000,4000,0,0,1,T1,4,900,1,1,Handicrafts,12,50,15000
22677,Shantipur,27,F,Minority,Handloom Work,none,18000,3500,0,2,1,T1,4,700,1,1,Handicrafts,12,50,10000
22678,Shantipur,38,F,Minority,Handloom Work,none,18000,3500,0,1,1,T1,3,950,1,1,Handicrafts,12,50,15000
22679,Shantipur,53,F,Minority,Handloom Work,none,18000,3500,1,0,1,T1,3,700,1,1,Handicrafts,12,50,12000
22680,Shantipur,22,F,Minority,Handloom Work,none,24000,3500,0,2,1,T1,4,500,1,1,Handicrafts,12,50,12000
22681,Shantipur,53,F,Minority,Thread making,none,18000,3000,0,0,1,T1,3,500,1,1,Business Services - II,12,50,12000
22682,Shantipur,35,F,Sechudle Caste,Handloom Work,none,18000,3000,0,2,1,R,4,700,1,1,Handicrafts,12,50,12000
22683,Shantipur,30,F,Sechudle Caste,Handloom Work,none,24000,4000,0,2,1,T1,4,600,1,1,Handicrafts,12,50,12000
22684,Shantipur,25,F,Minority,Handloom Work,none,24000,4000,0,1,1,T1,3,600,1,1,Handicrafts,12,50,15000
22685,Shantipur,35,F,Sechudle Caste,Handloom Work,none,24000,3400,0,0,1,R,3,900,1,1,Handicrafts,12,50,15000
22686,Shantipur,45,F,General Caste,Fire Wood Business,none,24000,3300,0,0,1,T1,4,800,1,1,Construction Related Activities,12,50,15000
22687,Shantipur,36,F,Sechudle Caste,Handloom Work,none,24000,4000,0,1,1,T1,3,600,1,1,Handicrafts,12,50,15000
22688,Shantipur,38,F,General Caste,Handloom Work,none,24000,4000,0,2,1,T1,4,600,1,1,Handicrafts,12,50,15000
22689,Shantipur,49,F,General Caste,Handloom Work,none,12000,3300,0,0,1,T1,3,900,1,1,Handicrafts,12,50,12000
22690,Shantipur,41,F,Obc,Handloom Work,none,12000,3700,0,0,1,R,3,800,1,1,Handicrafts,12,50,13000
22691,,21,F,SC,Fish rearing,Daily wage labourer,48000,3200,0,0,1,R,2,900,1,1,Meat Businesses,12,12,5000
22692,Shantipur,25,F,General Caste,Decoration items sale,Others,18000,3400,0,1,1,T2,3,750,1,1,Retail Sale,12,50,15000
22693,Sandeshkhali,19,F,ST,Paddy processing,Daily wage labourer,48000,3400,0,0,1,R,3,800,1,1,Agro Based Businesses,12,12,5000
22694,Shantipur,35,F,Sechudle Caste,Handloom Work,none,24000,4000,0,2,1,T1,4,600,1,1,Handicrafts,12,50,15000
22695,,42,F,SC,Mini hotel,Daily wage labourer,54000,4000,0,0,1,T1,3,1000,1,1,Eateries,12,12,5000
22696,SANDESHKHALI,42,F,SC,Fish rearing,Daily wage labourer,48000,3400,0,0,1,R,3,500,1,1,Meat Businesses,12,12,5000
22697,SANDESHKHALI,19,F,SC,Construction material leasing,Daily wage labourer,48000,3400,0,1,1,T2,3,800,1,1,Construction Related Activities,12,12,5000
22698,,21,F,GENERAL,Fish rearing,Daily wage labourer,54000,3800,0,0,1,T1,2,1000,1,1,Meat Businesses,12,12,5000
22699,Skhali,23,F,GENERAL,Fish rearing,Daily wage labourer,48000,3400,0,2,1,T2,4,500,1,1,Meat Businesses,12,12,5000
22700,,24,F,GENERAL,Fire Wood Business,Daily wage labourer,54000,3800,0,1,1,T1,3,800,1,1,Construction Related Activities,12,12,5000
22701,,24,F,GENERAL,Fish rearing,Daily wage labourer,48000,3200,0,0,1,T2,2,900,1,1,Meat Businesses,12,12,5000
22702,pune,50,F,Mahar,Mess Work,none,48000,4000,0,1,1,R,4,300,1,1,Eateries,12,12,7000
22703,Bochha,40,F,OBC,Cow Rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Animal husbandry,12,50,8000
22704,Bochha,28,F,OBC,Goat rearing,Agriculture,60000,5000,0,2,1,T2,4,100,1,1,Meat Businesses,12,50,8000
