index,SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,tid
263047,72034,Bakery & Bread,Sweet Treats,Donuts,Bakery & Bread/Sweet Treats,147492899,https://www.walmart.com/ip/Great-Value-Mini-Donuts-Powdered-Sugar-3-oz-6-Count/147492899?fulfillmentIntent=Pickup,"Great Value Mini Donuts, Powdered Sugar, 3 oz, 6 Count",Great Value,0.82,0.82,3,,2022-09-11 21:20:04,16426851
341232,77449,Pantry,Canned goods,Shop all,Pantry/Canned goods,46521541,https://www.walmart.com/ip/Great-Value-Mandarin-Oranges-in-Light-Syrup-29-oz/46521541?fulfillmentIntent=Pickup,"Great Value Mandarin Oranges in Light Syrup, 29 oz",Great Value,2.56,2.56,29,,2022-09-11 21:20:04,16505036
156911,66062,Dairy & Eggs,Cheese,,Dairy & Eggs/Cheese,130124754,https://www.walmart.com/ip/Great-Value-Gluten-Free-Shredded-Sharp-Cheddar-Cheese-80-Oz/130124754?fulfillmentIntent=Pickup,"Great Value Gluten Free Shredded Sharp Cheddar Cheese, 80 Oz",Great Value,17.68,17.68,80,,2022-09-11 21:20:04,16320715
263753,78130,Meat & Seafood,Fresh Food,Deli meat & cheese,Meat & Seafood/Fresh Food,139089255,https://www.walmart.com/ip/Hillshire-Farm-Hardwood-Smoked-Beef-Summer-Sausage-19-oz/139089255?fulfillmentIntent=Pickup,"Hillshire Farm Hardwood Smoked Beef Summer Sausage, 19 oz",Hillshire Farm,7.57,7.57,19,,2022-09-11 21:20:04,16427557
403010,6010,Frozen,Frozen Breakfast,Shop all,Frozen/Frozen Breakfast,21298420,https://www.walmart.com/ip/Banquet-Brown-N-Serve-Fully-Cooked-Vermont-Maple-Sausage-Links-6-4-oz-10-Ct-Frozen/21298420?fulfillmentIntent=Pickup,"Banquet Brown 'N Serve Fully Cooked Vermont Maple Sausage Links, 6.4 oz, 10 Ct (Frozen)",Homestyle Bakes,1.78,1.78,6.4,,2022-09-11 21:20:04,16566814
267753,44035,Bakery & Bread,"Donuts, Muffins & Pastries",Fresh Baked Donuts,"Bakery & Bread/Donuts, Muffins & Pastries",190577310,https://www.walmart.com/ip/Freshness-Guaranteed-Assorted-Cake-Donuts-8-Count/190577310?fulfillmentIntent=Pickup,"Freshness Guaranteed Assorted Cake Donuts, 8 Count",Freshness Guaranteed,3.76,3.76,,,2022-09-11 21:20:04,16431557
467531,23111,Coffee,Coffee By Type,Shop All,Coffee/Coffee By Type,617205607,https://www.walmart.com/ip/Starbucks-French-Roast-Ground-Coffee-Dark-Roast-28-oz/617205607?fulfillmentIntent=Pickup,"Starbucks French Roast, Ground Coffee, Dark Roast, 28 oz",Starbucks,16.99,16.99,28,,2022-09-11 21:20:04,16631335
243345,70072,Breakfast & Cereal,Breakfast Beverages,Coffee,Breakfast & Cereal/Breakfast Beverages,128644879,https://www.walmart.com/ip/Folgers-Classic-Roast-Medium-Roast-Coffee-K-Cup-Pods-for-Keurig-K-Cup-Brewers-12-Count/128644879?fulfillmentIntent=Pickup&athbdg=L1600,"Folgers Classic Roast, Medium Roast Coffee, K-Cup Pods for Keurig K-Cup Brewers, 12-Count",Folgers,9.98,9.98,,,2022-09-11 21:20:04,16407149
195276,77449,Dairy & Eggs,Yogurt,,Dairy & Eggs/Yogurt,11260479,https://www.walmart.com/ip/Great-Value-Original-Peach-Lowfat-Yogurt-5-3-oz/11260479?fulfillmentIntent=Pickup,"Great Value Original Peach Lowfat Yogurt, 5.3 oz",Great Value,0.58,0.58,5.3,,2022-09-11 21:20:04,16359080
201427,75211,Candy,Chocolate,,Candy/Chocolate,559811054,https://www.walmart.com/ip/GHIRARDELLI-Dark-Chocolate-Raspberry-Squares-9-Oz-Bag/559811054?fulfillmentIntent=Pickup,"GHIRARDELLI Dark Chocolate Raspberry Squares, 9 Oz Bag",Ghirardelli,5.48,5.48,9,,2022-09-11 21:20:04,16365231
196727,70072,Beverages,Great Value Beverages,,Beverages/Great Value Beverages,47064336,https://www.walmart.com/ip/Great-Value-100-Arabica-Colombian-Medium-Dark-Ground-Coffee-24-2-oz/47064336?fulfillmentIntent=Pickup,"Great Value 100% Arabica Colombian Medium Dark Ground Coffee, 24.2 oz",Great Value,9.76,9.76,24.2,,2022-09-11 21:20:04,16360531
7577,72034,Baking,Flours & Meals,,Baking/Flours & Meals,15539569,https://www.walmart.com/ip/Shawnee-Best-White-Degerminated-Self-Rising-Enriched-Corn-Meal-Mix-5-Lb-Bag/15539569?fulfillmentIntent=Pickup,Shawnee Best White Degerminated Self Rising/Enriched Corn Meal Mix 5 Lb Bag,Shawnee Mills,3.12,3.12,5,,2022-09-11 21:20:04,16171381
277503,66062,Beverages,Tea,Great Value,Beverages/Tea,24848454,https://www.walmart.com/ip/Great-Value-Simply-Clear-Liquid-Drink-Enhancer-Strawberry-Watermelon-1-62-Fl-Oz/24848454?fulfillmentIntent=Pickup,"Great Value Simply Clear Liquid Drink Enhancer, Strawberry Watermelon, 1.62 Fl Oz",Great Value,2.12,2.12,1.62,,2022-09-11 21:20:04,16441307
419373,90650,Frozen,Frozen Produce,Shop all,Frozen/Frozen Produce,32252308,https://www.walmart.com/ip/Great-Value-Frozen-Whole-Blueberries-48-oz/32252308?fulfillmentIntent=Pickup,"Great Value Frozen Whole Blueberries, 48 oz",Great Value,7.48,7.48,48,,2022-09-11 21:20:04,16583177
85541,79936,Candy,Chocolate,,Candy/Chocolate,942849393,https://www.walmart.com/ip/Snickers-Fun-Size-Chocolate-Halloween-Candy-Bar-Variety-Pack-45-ct/942849393?fulfillmentIntent=Pickup,Snickers Fun Size Chocolate Halloween Candy Bar Variety Pack - 45 ct,Snickers,10.98,10.98,45,,2022-09-11 21:20:04,16249345
162712,45011,Baking,Top baking brands,,Baking/Top baking brands,13448687,https://www.walmart.com/ip/GHIRARDELLI-Caramel-Walnut-Turtle-Premium-Brownie-Mix-18-5-oz/13448687?fulfillmentIntent=Pickup,"GHIRARDELLI  Caramel Walnut Turtle Premium Brownie Mix, 18.5 oz",Ghirardelli,3.14,3.14,18.5,,2022-09-11 21:20:04,16326516
287136,79936,Breakfast & Cereal,Breakfast Beverages,Juice,Breakfast & Cereal/Breakfast Beverages,22210909,https://www.walmart.com/ip/Great-Value-Grape-100-Juice-96-fl-oz/22210909?fulfillmentIntent=Pickup,"Great Value Grape 100% Juice, 96 fl oz",Great Value,3.98,3.98,96,,2022-09-11 21:20:04,16450940
463077,15601,Coffee,Coffee Additives,Shop All,Coffee/Coffee Additives,35690426,https://www.walmart.com/ip/Domino-Premium-Cane-Powdered-Sugar-4-lb/35690426?fulfillmentIntent=Pickup,"Domino Premium Cane Powdered Sugar, 4 lb",Domino,5.14,5.14,4,,2022-09-11 21:20:04,16626881
453904,75052,Pantry,International foods,Shop all,Pantry/International foods,30883129,https://www.walmart.com/ip/Goya-Blackeye-Peas-15-5-oz/30883129?fulfillmentIntent=Pickup,"Goya Blackeye Peas, 15.5 oz",GOYA,1.44,1.44,15.5,,2022-09-11 21:20:04,16617708
5024,96797,Snacks,Chips,,Snacks/Chips,525702577,https://www.walmart.com/ip/Tostitos-Tortilla-Chips-Salsa-Verde-11-Ounce/525702577?fulfillmentIntent=Pickup,Tostitos Tortilla Chips Salsa Verde 11 Ounce,Tostitos,3.68,3.68,11,,2022-09-11 21:20:04,16168828
106182,23111,Candy,Mints,,Candy/Mints,49930652,https://www.walmart.com/ip/Mentos-Assorted-Fruit-Flavor-Gum-Candy-Rolls-6-Pack/49930652?fulfillmentIntent=Pickup,"Mentos Assorted Fruit Flavor Gum Candy Rolls, 6 Pack",Mentos,4.28,4.28,,,2022-09-11 21:20:04,16269986
75109,79936,Snacks,Chips,,Snacks/Chips,355035515,https://www.walmart.com/ip/ParmCrisps-Four-Cheese-Oven-Baked-Parm-Crisp-Snack-1-75-oz/355035515?fulfillmentIntent=Pickup&athbdg=L1300,"ParmCrisps Four Cheese Oven-Baked Parm Crisp Snack, 1.75 oz.",ParmCrisps,3.78,3.38,1.75,,2022-09-11 21:20:04,16238913
365214,79936,Frozen,"Frozen Pizza, Pasta, & Breads",Shop all,"Frozen/Frozen Pizza, Pasta, & Breads",254979420,https://www.walmart.com/ip/Freshness-Guaranteed-Yeasty-Dinner-Rolls-16-oz-12-Ct/254979420?fulfillmentIntent=Pickup,"Freshness Guaranteed Yeasty Dinner Rolls, 16 oz, 12 Ct",Freshness Guaranteed,3.24,3.24,16,,2022-09-11 21:20:04,16529018
45081,66062,Snacks,Healthy Snacks,,Snacks/Healthy Snacks,45996560,https://www.walmart.com/ip/Blue-Diamond-Almonds-Roasted-Salted-14-oz/45996560?fulfillmentIntent=Pickup,"Blue Diamond Almonds Roasted Salted, 14 oz",Blue Diamond,6.98,6.98,14,,2022-09-11 21:20:04,16208885
170327,70072,Beverages,Juices,,Beverages/Juices,49463965,https://www.walmart.com/ip/KeVita-Lemon-Ginger-Sparkling-Probiotic-15-2-oz-Bottle/49463965?fulfillmentIntent=Pickup,KeVita Lemon Ginger Sparkling Probiotic 15.2 oz Bottle,KeVita,2.88,2.88,15.2,,2022-09-11 21:20:04,16334131
525442,75052,Coffee,Coffee Additives,Shop All,Coffee/Coffee Additives,10309451,https://www.walmart.com/ip/Daisy-Light-Sour-Cream-1-lb-Tub/10309451?fulfillmentIntent=Pickup,"Daisy Light Sour Cream, 1 lb Tub",Daisy,2.38,2.38,1,,2022-09-11 21:20:04,16689246
267861,6010,Breakfast & Cereal,Muffins & Pastries,Donuts,Breakfast & Cereal/Muffins & Pastries,10448211,https://www.walmart.com/ip/Entenmann-s-Crumb-Topped-Donuts-8-count/10448211?fulfillmentIntent=Pickup,"Entenmann's Crumb Topped Donuts, 8 count",Entenmann's,4.48,4.48,,,2022-09-11 21:20:04,16431665
117229,72034,Deli,"Bacon, Hot Dogs, Sausage",,"Deli/Bacon, Hot Dogs, Sausage",51259467,https://www.walmart.com/ip/COLUMBUS-Sliced-Italian-Dry-Salami-Made-with-California-Red-Wine-and-a-Hint-of-Garlic-5-oz/51259467?fulfillmentIntent=Pickup&athbdg=L1600,"COLUMBUS Sliced Italian Dry Salami, Made with California Red Wine and a Hint of Garlic, 5 oz",Columbus,5.57,5.57,5,,2022-09-11 21:20:04,16281033
516358,63376,Pantry,"Rice, grains & dried beans",Shop all,"Pantry/Rice, grains & dried beans",973592369,https://www.walmart.com/ip/Great-Value-Mediterranean-Inspired-Tuna-Bowl-with-Brown-Rice-8-8-oz/973592369?fulfillmentIntent=Pickup,"Great Value Mediterranean Inspired Tuna Bowl with Brown Rice, 8.8 oz",Great Value,2.36,2.36,8.8,,2022-09-11 21:20:04,16680162
469206,48180,Pantry,Condiments,Shop all,Pantry/Condiments,461230161,https://www.walmart.com/ip/Dickey-s-Barbecue-Pit-BBQ-Sauce-Spicy-Texas-Recipe-19-oz/461230161?fulfillmentIntent=Pickup,"Dickey's Barbecue Pit BBQ Sauce, Spicy Texas Recipe, 19 oz",Dickey's Barbecue Pit,3.12,3.12,19,,2022-09-11 21:20:04,16633010
103821,23223,Snacks,Granola Bars,,Snacks/Granola Bars,579165700,https://www.walmart.com/ip/REESE-S-White-Creme-Peanut-Butter-Pumpkins-Candy-Halloween-2-4-oz-King-Size-Pack-2-Pieces/579165700?fulfillmentIntent=Pickup,"REESE'S, White Creme Peanut Butter Pumpkins Candy, Halloween, 2.4 oz, King Size Pack (2 Pieces)",Reese's,1.48,1.48,2.4,,2022-09-11 21:20:04,16267625
476848,75211,Frozen,Frozen Meat & Seafood,Shop all,Frozen/Frozen Meat & Seafood,49866133,https://www.walmart.com/ip/Great-Value-Frozen-Cooked-Extra-Large-Peeled-Deveined-Tail-on-Shrimp-12-oz-26-30-count-per-lb/49866133?fulfillmentIntent=Pickup,"Great Value Frozen Cooked Extra Large Peeled & Deveined, Tail-on Shrimp, 12 oz (26-30 count per lb)",Walmart Seafood,7.48,7.48,12,,2022-09-11 21:20:04,16640652
314851,53215,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,725285380,https://www.walmart.com/ip/Reser-s-Main-St-Bistro-Roasted-Sea-Salt-Black-Pepper-Potatoes-17-oz-Tray/725285380?fulfillmentIntent=Pickup,Reser's Main St Bistro Roasted Sea Salt & Black Pepper Potatoes 17 oz. Tray,Reser's Fine Foods,5.24,5.24,17,,2022-09-11 21:20:04,16478655
455404,66062,Fresh Produce,Fresh Fruits,Shop all,Fresh Produce/Fresh Fruits,51259195,https://www.walmart.com/ip/Red-Grapefruit-5lb-Bag/51259195?fulfillmentIntent=Pickup,"Red Grapefruit, 5lb Bag",PRODUCE UNBRANDED,5.42,5.42,5,,2022-09-11 21:20:04,16619208
74923,75052,Dairy & Eggs,"Biscuits, Cookies, Doughs",,"Dairy & Eggs/Biscuits, Cookies, Doughs",322527094,https://www.walmart.com/ip/Nestle-Toll-House-M-M-S-Minis-Cookie-Dough-14-oz/322527094?fulfillmentIntent=Pickup,Nestle Toll House M&M'S Minis Cookie Dough 14 oz,Nestlé Toll House,3.12,3.12,14,,2022-09-11 21:20:04,16238727
128406,6010,Candy,Chocolate,,Candy/Chocolate,557153705,https://www.walmart.com/ip/HERSHEY-S-SYMPHONY-Extra-Creamy-Milk-Chocolate-Giant-Candy-7-37-oz-Bar-25-Pieces/557153705?fulfillmentIntent=Pickup,"HERSHEY'S, SYMPHONY Extra Creamy Milk Chocolate Giant Candy, 7.37 oz, Bar (25 Pieces)",Hershey's,2.78,2.78,7.37,,2022-09-11 21:20:04,16292210
542148,89108,Breakfast & Cereal,Breakfast Beverages,Tea,Breakfast & Cereal/Breakfast Beverages,26959210,https://www.walmart.com/ip/Celestial-Seasonings-Honey-Lemon-Ginseng-Green-Tea-20-Ct-Tea-Bags/26959210?fulfillmentIntent=Pickup,"Celestial Seasonings Honey Lemon Ginseng Green Tea, 20 Ct Tea Bags",Celestial Seasonings,2.98,2.98,20,,2022-09-11 21:20:04,16705952
520649,66062,Bakery & Bread,Cakes & Cupcakes,Single Serve Desserts,Bakery & Bread/Cakes & Cupcakes,291501635,https://www.walmart.com/ip/Freshness-Guaranteed-Variety-Sliced-Loaf-Cake-24oz/291501635?fulfillmentIntent=Pickup,"Freshness Guaranteed Variety Sliced Loaf Cake, 24oz",Freshness Guaranteed,5.98,5.98,24,,2022-09-11 21:20:04,16684453
377538,23111,Frozen,Frozen Meat & Seafood,Shop all,Frozen/Frozen Meat & Seafood,46615895,https://www.walmart.com/ip/Gardein-Plant-Based-Vegan-Seven-Grain-Crispy-Chick-n-Tenders-9oz-10-CT-Resealable-Bag-Frozen/46615895?fulfillmentIntent=Pickup,"Gardein Plant-Based Vegan Seven Grain Crispy Chick'n Tenders, 9oz, 10 CT Resealable Bag (Frozen)",Gardein,4.23,4.23,9,,2022-09-11 21:20:04,16541342
446743,45011,Pantry,Condiments,Shop all,Pantry/Condiments,10290692,https://www.walmart.com/ip/Mt-Olive-Kosher-Dill-Pickle-Spears-24-fl-oz-Jar/10290692?fulfillmentIntent=Pickup,"Mt. Olive Kosher Dill Pickle Spears, 24 fl oz Jar",Mt. Olive,2.37,2.37,24,,2022-09-11 21:20:04,16610547
413370,33647,Pantry,Canned goods,Shop all,Pantry/Canned goods,10315170,https://www.walmart.com/ip/Great-Value-Diced-Tomatoes-with-Green-Chilies-10-oz/10315170?fulfillmentIntent=Pickup,"Great Value Diced Tomatoes with Green Chilies, 10 oz",Great Value,0.88,0.88,10,,2022-09-11 21:20:04,16577174
118664,44035,Candy,Chocolate,,Candy/Chocolate,594246325,https://www.walmart.com/ip/KIND-Bars-Peanut-Butter-Dark-Chocolate-Bar-1-4-oz-6-Snack-Bars-Count-Per-Pack-6/594246325?fulfillmentIntent=Pickup,"KIND Bars, Peanut Butter Dark Chocolate Bar, 1.4 oz, 6 Snack Bars, Count Per Pack: 6",KIND Bars,7.94,7.94,1.4,,2022-09-11 21:20:04,16282468
436543,85225,Pantry,International foods,Shop all,Pantry/International foods,349151022,https://www.walmart.com/ip/Haig-s-Spicy-Feta-Dip-8oz-Feta-Cheese-Yogurt-Jalapeno-Dip/349151022?fulfillmentIntent=Pickup,"Haig's Spicy Feta Dip - 8oz - Feta Cheese, Yogurt, Jalapeno Dip",Haig's,3.98,3.98,8,,2022-09-11 21:20:04,16600347
193054,15601,Dairy & Eggs,Cheese,,Dairy & Eggs/Cheese,10306827,https://www.walmart.com/ip/I-Can-t-Believe-It-s-Not-Butter-Original-Spread-15-oz/10306827?fulfillmentIntent=Pickup&athbdg=L1600,"I Cant Believe Its Not Butter! Original Spread, 15 oz",I Can't Believe It's Not Butter!,3.98,3.98,15,,2022-09-11 21:20:04,16356858
335104,90650,Fresh Produce,Organic Produce,Shop all,Fresh Produce/Organic Produce,10321133,https://www.walmart.com/ip/Whole-Organic-Brown-Mushrooms-8-oz/10321133?fulfillmentIntent=Pickup,"Whole Organic Brown Mushrooms, 8 oz",Phillips Mushroom Farms,2.96,2.96,8,,2022-09-11 21:20:04,16498908
84514,23223,Baking,Canned & Powdered Milks,,Baking/Canned & Powdered Milks,10415722,https://www.walmart.com/ip/Great-Value-Instant-Nonfat-Dry-Milk-25-6-oz/10415722?fulfillmentIntent=Pickup,"Great Value Instant Nonfat Dry Milk, 25.6 oz",Great Value,8.43,8.43,25.6,,2022-09-11 21:20:04,16248318
494376,96797,Pantry,Soup,Shop all,Pantry/Soup,10320599,https://www.walmart.com/ip/Progresso-Traditional-Chicken-Noodle-Soup-19-oz/10320599?fulfillmentIntent=Pickup,"Progresso Traditional, Chicken Noodle Soup, 19 oz.",Progresso,2.86,2.86,19,,2022-09-11 21:20:04,16658180
344290,77449,Pantry,Pasta & pizza,Shop all,Pantry/Pasta & pizza,27291196,https://www.walmart.com/ip/Velveeta-Cheesy-Bowls-Chicken-Alfredo-Microwave-Meal-9-oz-Tray/27291196?fulfillmentIntent=Pickup,"Velveeta Cheesy Bowls Chicken Alfredo Microwave Meal, 9 oz Tray",Velveeta,3.34,3.34,9,,2022-09-11 21:20:04,16508094
217449,70072,Breakfast & Cereal,Breakfast Breads,"Biscuits, Doughs & Rolls",Breakfast & Cereal/Breakfast Breads,23511056,https://www.walmart.com/ip/Pillsbury-Cinnamon-Rolls-with-Original-Icing-2-Pack-16-Count/23511056?fulfillmentIntent=Pickup,"Pillsbury Cinnamon Rolls with Original Icing, 2-Pack, 16 Count",Pillsbury,5.68,5.68,,,2022-09-11 21:20:04,16381253
418226,90650,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,41584932,https://www.walmart.com/ip/Red-Robin-Onion-Rings-14-oz-Frozen/41584932?fulfillmentIntent=Pickup,"Red Robin Onion Rings, 14 oz (Frozen)",Red Robin,4.34,4.34,14,,2022-09-11 21:20:04,16582030
46541,63376,Beverages,Kids' Multi-Packs,,Beverages/Kids' Multi-Packs,470751119,https://www.walmart.com/ip/Capri-Sun-100-Juice-Watermelon-Naturally-Flavored-Juice-Blend-10-ct-Box-6-fl-oz-Pouches/470751119?fulfillmentIntent=Pickup,"Capri Sun 100% Juice Watermelon Naturally Flavored Juice Blend, 10 ct Box, 6 fl oz Pouches",Capri Sun,3.98,3.98,6,,2022-09-11 21:20:04,16210345
137721,90650,Candy,Gummy & chewy candy,,Candy/Gummy & chewy candy,957753004,https://www.walmart.com/ip/Brach-s-Mellowcreme-Autumn-Mix-16-2-oz-Bag/957753004?fulfillmentIntent=Pickup,Brach's Mellowcreme Autumn Mix 16.2 oz Bag,Brach's,2.68,2.68,16.2,,2022-09-11 21:20:04,16301525
211043,48180,Breakfast & Cereal,Breakfast Breads,Bagels,Breakfast & Cereal/Breakfast Breads,842940787,https://www.walmart.com/ip/Aunt-Millie-s-Blueberry-Soft-Bagels-20-oz-6-Count/842940787?fulfillmentIntent=Pickup,"Aunt Millie's Blueberry Soft Bagels, 20 oz, 6 Count",Aunt Millie's,3.56,3.56,20,,2022-09-11 21:20:04,16374847
57218,78130,Beverages,Juices,,Beverages/Juices,14284661,https://www.walmart.com/ip/Jumex-Apple-Nectar-from-Concentrate-11-3-Fl-Oz/14284661?fulfillmentIntent=Pickup,"Jumex Apple Nectar from Concentrate, 11.3 Fl. Oz.",Jumex,0.62,0.62,11.3,,2022-09-11 21:20:04,16221022
399272,44035,Pantry,Condiments,Shop all,Pantry/Condiments,10449415,https://www.walmart.com/ip/Maple-Grove-Farms-100-Pure-Maple-Syrup-12-5-fl-oz/10449415?fulfillmentIntent=Pickup,"Maple Grove Farms 100% Pure Maple Syrup, 12.5 fl oz",Maple Grove Farms,8.32,8.32,12.5,,2022-09-11 21:20:04,16563076
307028,48180,Meat & Seafood,Fresh Food,Pork,Meat & Seafood/Fresh Food,51259109,https://www.walmart.com/ip/Pork-Center-Cut-Loin-Chops-Thick-Boneless-0-8-2-0-lb/51259109?fulfillmentIntent=Pickup,"Pork Center Cut Loin Chops Thick Boneless, 0.8 - 2.0 lb",Fresh Pork,7.95,7.95,2.0,,2022-09-11 21:20:04,16470832
499259,89108,Breakfast & Cereal,Frozen Breakfast,Shop All,Breakfast & Cereal/Frozen Breakfast,414594993,https://www.walmart.com/ip/Great-Value-Buttermilk-Waffles-9-9-oz-8-Count/414594993?fulfillmentIntent=Pickup,"Great Value Buttermilk Waffles, 9.9 oz, 8 Count",Great Value,1.6,1.6,9.9,,2022-09-11 21:20:04,16663063
535660,53215,Breakfast & Cereal,Breakfast Beverages,Tea,Breakfast & Cereal/Breakfast Beverages,29210188,https://www.walmart.com/ip/Bigelow-Classic-Green-Tea-Bags-40-count-1-82-oz/29210188?fulfillmentIntent=Pickup,"Bigelow Classic Green Tea Bags, 40 count, 1.82 oz",Bigelow Tea,4.48,4.48,1.82,,2022-09-11 21:20:04,16699464
142906,70072,Baking,Sugars & Sweeteners,,Baking/Sugars & Sweeteners,10315162,https://www.walmart.com/ip/Great-Value-Pure-Granulated-Sugar-4-lb/10315162?fulfillmentIntent=Pickup&athbdg=L1200,"Great Value Pure Granulated Sugar, 4 lb",Great Value,2.84,2.84,4,,2022-09-11 21:20:04,16306710
382873,23111,Pantry,Pasta & pizza,Shop all,Pantry/Pasta & pizza,13424472,https://www.walmart.com/ip/Mama-Mary-s-Premium-Pepperoni-Slices-6-oz-80-Slices/13424472?fulfillmentIntent=Pickup,"Mama Mary's Premium Pepperoni Slices, 6 oz, 80 Slices",Mama Mary's,2.97,2.97,6,,2022-09-11 21:20:04,16546677
352940,77449,Pantry,Condiments,Shop all,Pantry/Condiments,10308849,https://www.walmart.com/ip/McCormick-Gravy-Mix-Chicken-0-87-oz/10308849?fulfillmentIntent=Pickup,"McCormick Gravy Mix - Chicken, 0.87 oz",McCormick,1.34,1.34,0.87,,2022-09-11 21:20:04,16516744
139256,23223,Beverages,Great Value Beverages,,Beverages/Great Value Beverages,10415466,https://www.walmart.com/ip/Great-Value-Instant-Nonfat-Dry-Milk-3-2-oz-10-count/10415466?fulfillmentIntent=Pickup,"Great Value Instant Nonfat Dry Milk, 3.2 oz, 10 count",Great Value,9.97,9.97,3.2,,2022-09-11 21:20:04,16303060
68617,77449,Beverages,Juices,,Beverages/Juices,351107232,https://www.walmart.com/ip/Good2Grow-Tropical-Fruit-Medley-Fruit-Veggie-Blend-6-Fl-Oz/351107232?fulfillmentIntent=Pickup,"Good2Grow Tropical Fruit Medley Fruit & Veggie Blend, 6 Fl. Oz.",good2grow,2.88,2.88,6,,2022-09-11 21:20:04,16232421
375410,79936,Pantry,Soup,Shop all,Pantry/Soup,10804323,https://www.walmart.com/ip/Maggi-Chicken-Flavor-Noodle-Soup-Mix-2-11-oz/10804323?fulfillmentIntent=Pickup,Maggi Chicken Flavor Noodle Soup Mix 2.11 oz,Maggi,0.82,0.82,2.11,,2022-09-11 21:20:04,16539214
494632,89108,Pantry,Canned goods,Shop all,Pantry/Canned goods,13398004,https://www.walmart.com/ip/StarKist-Selects-E-V-O-O-Solid-Yellowfin-Tuna-in-Extra-Virgin-Olive-Oil-4-5-oz-Can/13398004?fulfillmentIntent=Pickup,StarKist Selects E.V.O.O. Solid Yellowfin Tuna in Extra Virgin Olive Oil - 4.5 oz Can,StarKist,1.98,1.98,4.5,,2022-09-11 21:20:04,16658436
217881,90650,Meat & Seafood,Grilling,Burgers,Meat & Seafood/Grilling,51517697,https://www.walmart.com/ip/Great-Value-Gluten-Free-Deli-Style-Sliced-Colby-Monterey-Jack-Cheese-8-oz-12-Count/51517697?fulfillmentIntent=Pickup,"Great Value Gluten Free Deli Style Sliced Colby & Monterey Jack Cheese, 8 oz, 12 Count",Great Value,2.22,2.22,8,,2022-09-11 21:20:04,16381685
73443,33012,Deli,Deli Meat & Cheese,,Deli/Deli Meat & Cheese,45039257,https://www.walmart.com/ip/Hormel-Hard-Salami-5-Oz/45039257?fulfillmentIntent=Pickup,"Hormel Hard Salami, 5 Oz.",Hormel,3.94,3.94,5,,2022-09-11 21:20:04,16237247
316130,78130,Meat & Seafood,Fresh Food,Prepared meals & sides,Meat & Seafood/Fresh Food,287641165,https://www.walmart.com/ip/Taste-Republic-Fresh-Gluten-Free-4-Cheese-Tortelloni-9-oz/287641165?fulfillmentIntent=Pickup,"Taste Republic Fresh Gluten Free 4-Cheese Tortelloni, 9 oz",Taste Republic,5.28,5.28,9,,2022-09-11 21:20:04,16479934
479862,23111,Coffee,Coffee Additives,Shop All,Coffee/Coffee Additives,44030498,https://www.walmart.com/ip/Great-Value-Extra-Creamy-Dairy-Whipped-Topping-13-oz/44030498?fulfillmentIntent=Pickup,"Great Value Extra Creamy Dairy Whipped Topping, 13 oz",Great Value,3.28,3.28,13,,2022-09-11 21:20:04,16643666
342373,77449,Pantry,Canned goods,Shop all,Pantry/Canned goods,10451514,https://www.walmart.com/ip/Great-Value-White-Hominy-110-4-Oz/10451514?fulfillmentIntent=Pickup,"Great Value White Hominy, 110.4 Oz",Great Value,3.98,3.98,110.4,,2022-09-11 21:20:04,16506177
493874,6010,Coffee,Coffee By Type,Shop All,Coffee/Coffee By Type,949569498,https://www.walmart.com/ip/Dunkin-Falling-for-Maple-Artificially-Maple-Flavored-Coffee-K-Cup-Pods-22-Count/949569498?fulfillmentIntent=Pickup,"Dunkin Falling for Maple Artificially Maple Flavored Coffee, K-Cup Pods, 22 Count",Dunkin',17.24,17.24,,,2022-09-11 21:20:04,16657678
177535,33012,Candy,Gummy & chewy candy,,Candy/Gummy & chewy candy,768393508,https://www.walmart.com/ip/Smart-Sweets-Peach-Rings-Candy-1-8-oz/768393508?fulfillmentIntent=Pickup,"Smart Sweets Peach Rings Candy, 1.8 oz",SmartSweets,2.78,2.78,1.8,,2022-09-11 21:20:04,16341339
327226,78130,Pantry,Canned goods,Shop all,Pantry/Canned goods,862857716,https://www.walmart.com/ip/20-Pack-GoGo-Apple-Banana-Strawberry-Applesauce-Pouch-3-2-oz/862857716?fulfillmentIntent=Pickup,"(20 Pack) GoGo Apple, Banana, Strawberry Applesauce Pouch, 3.2 oz",GoGo squeeZ,11.88,11.88,3.2,,2022-09-11 21:20:04,16491030
39329,85225,Deli,"Bacon, Hot Dogs, Sausage",,"Deli/Bacon, Hot Dogs, Sausage",10290742,https://www.walmart.com/ip/Bar-S-America-s-Favorite-Jumbo-Franks-16-Oz/10290742?fulfillmentIntent=Pickup,"Bar S America's Favorite Jumbo Franks, 16 Oz.",Bar-S,1.58,1.58,16,,2022-09-11 21:20:04,16203133
