dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
1906-06-01,13.334000000000001,0.289,19.287,0.32299999999999995,7.275,0.321,16.436,0.127
1906-07-01,14.122,0.32299999999999995,20.058,0.391,8.186,0.345,16.662,0.13699999999999998
1906-08-01,13.690999999999999,0.34,19.539,0.462,7.842999999999999,0.358,16.593,0.134
1906-09-01,11.771999999999998,0.237,17.522000000000002,0.298,5.8839999999999995,0.338,15.95,0.122
1906-10-01,9.267000000000001,0.182,14.943,0.254,3.4789999999999996,0.299,15.152,0.116
1906-11-01,5.501,0.192,11.17,0.327,-0.30099999999999993,0.322,14.054,0.116
1906-12-01,3.761,0.368,9.258,0.458,-1.664,0.32299999999999995,13.54,0.14800000000000002
1907-01-01,1.798,0.274,7.903,0.38,-3.867,0.324,13.108,0.128
1907-02-01,2.117,0.268,7.9929999999999986,0.383,-3.603,0.285,13.257,0.129
1907-03-01,4.575,0.209,10.61,0.35200000000000004,-1.6,0.249,14.15,0.123
1907-04-01,7.579,0.263,13.401,0.37,1.521,0.281,14.918,0.133
1907-05-01,10.375,0.28,16.335,0.465,4.0840000000000005,0.35,15.602,0.132
1907-06-01,12.729000000000001,0.267,18.576,0.403,6.5089999999999995,0.316,16.253,0.13
1907-07-01,13.769,0.307,19.625999999999998,0.598,7.761,0.348,16.596,0.133
1907-08-01,13.362,0.326,19.187,0.318,7.464999999999999,0.35,16.456,0.132
1907-09-01,11.665,0.243,17.442999999999998,0.253,5.59,0.299,15.902,0.119
1907-10-01,9.234,0.191,15.079,0.28300000000000003,3.32,0.361,15.159,0.115
1907-11-01,5.207000000000001,0.207,10.71,0.31,-0.5570000000000002,0.325,13.872,0.115
1907-12-01,2.9560000000000004,0.251,8.831,0.27,-2.585,0.28800000000000003,13.225,0.121
1908-01-01,2.3040000000000003,0.252,8.117999999999999,0.3,-3.548,0.287,13.16,0.123
1908-02-01,2.7689999999999997,0.269,8.527000000000001,0.411,-3.177,0.348,13.440999999999999,0.124
1908-03-01,4.136,0.317,10.384,0.38,-2.101,0.453,13.783,0.13699999999999998
1908-04-01,7.831999999999999,0.295,13.853,0.332,1.735,0.5429999999999999,14.800999999999998,0.129
1908-05-01,11.140999999999998,0.285,16.958000000000002,0.388,4.86,0.388,15.757,0.13
1908-06-01,13.293,0.248,19.063,0.388,6.902,0.29,16.289,0.119
1908-07-01,14.197,0.303,19.748,0.419,8.113,0.37,16.618000000000002,0.129
1908-08-01,13.376,0.336,19.359,0.363,7.499,0.34600000000000003,16.365000000000002,0.134
1908-09-01,11.977,0.252,17.781000000000006,0.325,5.977,0.261,15.93,0.119
1908-10-01,8.865,0.209,14.675,0.29,2.948,0.329,14.883,0.112
1908-11-01,5.272,0.221,11.098,0.29600000000000004,-0.5760000000000001,0.451,13.842,0.116
1908-12-01,3.071,0.31,8.901,0.332,-2.535,0.368,13.189,0.129
1909-01-01,1.395,0.314,7.121,0.377,-4.298,0.449,12.839,0.132
1909-02-01,2.7060000000000004,0.273,8.571,0.465,-3.447,0.35700000000000004,13.35,0.125
1909-03-01,4.5889999999999995,0.249,10.659,0.472,-1.6769999999999998,0.478,13.852,0.122
1909-04-01,7.534,0.269,13.425999999999998,0.414,1.395,0.42,14.719000000000001,0.122
1909-05-01,10.611,0.3,16.668000000000006,0.428,4.380000000000001,0.394,15.6,0.127
1909-06-01,12.962,0.232,18.71,0.281,6.766,0.327,16.191000000000006,0.114
1909-07-01,14.06,0.299,19.787,0.366,8.05,0.343,16.437,0.123
1909-08-01,13.752,0.319,19.625,0.353,7.752999999999999,0.371,16.496000000000002,0.126
1909-09-01,11.879000000000001,0.237,17.891000000000005,0.287,5.778,0.354,15.849,0.112
1909-10-01,9.192,0.17800000000000002,15.139000000000001,0.327,3.221,0.34,14.940999999999999,0.102
1909-11-01,6.236000000000001,0.205,11.959000000000001,0.21600000000000005,0.32299999999999995,0.381,13.993,0.108
1909-12-01,3.2230000000000003,0.278,8.763,0.423,-2.353,0.326,13.217,0.121
1910-01-01,2.333,0.24,8.094999999999999,0.565,-3.2700000000000005,0.381,13.139000000000001,0.114
1910-02-01,2.779,0.273,8.388,0.344,-3.2260000000000004,0.489,13.317,0.122
1910-03-01,4.606,0.213,10.781,0.334,-1.675,0.421,13.872,0.112
1910-04-01,8.104999999999999,0.252,14.37,0.305,1.704,0.422,14.845,0.12
1910-05-01,11.005,0.31,17.03,0.327,4.675000000000002,0.514,15.712,0.128
1910-06-01,13.151,0.232,19.027,0.246,6.871,0.422,16.264000000000006,0.11
1910-07-01,14.279000000000002,0.322,19.952,0.318,8.205,0.385,16.543,0.13
1910-08-01,13.677,0.321,19.425,0.302,7.605999999999999,0.395,16.477,0.126
1910-09-01,11.733,0.243,17.623,0.28600000000000003,5.6690000000000005,0.398,15.875,0.112
1910-10-01,9.006,0.203,14.905,0.243,2.986,0.377,15.019,0.105
1910-11-01,5.318,0.223,11.072000000000001,0.42,-0.6540000000000001,0.434,13.75,0.109
1910-12-01,2.6839999999999997,0.289,8.5,0.273,-2.9989999999999997,0.459,13.015999999999998,0.123
1911-01-01,1.66,0.33,7.132999999999999,0.4370000000000001,-3.969,0.285,12.908,0.128
1911-02-01,2.4530000000000003,0.214,8.15,0.575,-3.6639999999999997,0.318,13.164,0.107
1911-03-01,4.3469999999999995,0.199,10.362,0.28,-1.743,0.315,13.752,0.108
1911-04-01,7.989999999999998,0.248,14.081,0.382,1.856,0.399,14.716,0.115
1911-05-01,10.829,0.279,16.71,0.369,4.6320000000000014,0.307,15.497,0.119
1911-06-01,13.009,0.231,19.091,0.231,6.7780000000000005,0.238,16.108,0.108
1911-07-01,14.082,0.292,19.987,0.335,8.052999999999999,0.327,16.430999999999997,0.122
1911-08-01,13.499,0.329,19.396,0.35200000000000004,7.606999999999998,0.316,16.387,0.126
1911-09-01,11.638,0.233,17.491000000000003,0.242,5.723,0.27,15.799000000000001,0.118
1911-10-01,9.263,0.193,14.99,0.249,3.4010000000000002,0.274,15.062999999999999,0.108
1911-11-01,5.9639999999999995,0.184,11.652000000000001,0.303,0.30899999999999994,0.338,14.062000000000001,0.108
1911-12-01,3.39,0.242,8.811,0.298,-1.9809999999999999,0.336,13.425,0.115
1912-01-01,2.4019999999999997,0.309,7.9110000000000005,0.253,-3.305,0.329,13.249,0.125
1912-02-01,3.3539999999999996,0.251,9.379,0.335,-2.718,0.594,13.595,0.115
1912-03-01,4.356,0.226,10.725,0.298,-1.981,0.34600000000000003,13.995,0.115
1912-04-01,8.229,0.262,14.069,0.271,2.0909999999999997,0.391,15.065,0.118
1912-05-01,11.254000000000001,0.308,17.389000000000006,0.383,4.992000000000001,0.383,15.812999999999999,0.126
1912-06-01,13.435,0.25,19.351,0.277,7.166,0.37,16.397000000000002,0.113
1912-07-01,13.722999999999999,0.293,19.729,0.368,7.915999999999999,0.345,16.509,0.12
1912-08-01,13.052999999999999,0.318,19.027,0.376,7.276999999999999,0.333,16.309,0.125
1912-09-01,11.222000000000001,0.252,17.435000000000002,0.331,5.227,0.265,15.685,0.117
1912-10-01,8.366999999999999,0.201,14.133,0.395,2.497,0.211,14.751,0.108
1912-11-01,5.521,0.188,11.185,0.345,-0.2909999999999999,0.287,13.927999999999999,0.107
1912-12-01,3.069,0.243,8.307,0.339,-2.459,0.343,13.23,0.114
1913-01-01,2.083,0.295,7.6549999999999985,0.442,-3.657,0.4,13.066,0.122
1913-02-01,2.376,0.295,8.232999999999999,0.328,-3.4850000000000003,0.523,13.344,0.122
1913-03-01,4.5169999999999995,0.219,10.4,0.274,-1.597,0.342,13.953,0.11
1913-04-01,8.023,0.246,14.219000000000001,0.355,1.91,0.334,14.957,0.117
1913-05-01,10.745,0.28800000000000003,16.815,0.355,4.652,0.35700000000000004,15.679,0.123
1913-06-01,13.005,0.266,19.075,0.37,6.667000000000002,0.364,16.215999999999998,0.117
1913-07-01,14.137,0.298,20.256,0.327,7.9670000000000005,0.355,16.552,0.122
1913-08-01,13.724,0.325,19.805,0.359,7.7349999999999985,0.37,16.496000000000002,0.126
1913-09-01,11.759,0.237,17.833000000000006,0.332,5.629,0.287,15.867,0.111
1913-10-01,9.077,0.194,14.904000000000002,0.256,3.091,0.328,15.027999999999999,0.104
1913-11-01,6.024,0.213,11.67,0.305,0.34700000000000003,0.278,14.123,0.111
1913-12-01,4.103,0.271,9.556000000000001,0.443,-1.4300000000000002,0.28800000000000003,13.624,0.12
1914-01-01,3.3760000000000003,0.307,8.822000000000001,0.369,-2.334,0.298,13.545,0.128
1914-02-01,3.2,0.225,8.501999999999999,0.469,-2.551,0.338,13.575999999999999,0.111
1914-03-01,4.942,0.221,11.039000000000001,0.277,-1.31,0.294,14.103,0.116
1914-04-01,8.097999999999999,0.244,14.050999999999998,0.262,1.8880000000000001,0.303,15.018,0.119
1914-05-01,11.284999999999998,0.284,17.199,0.301,5.2330000000000005,0.331,15.857000000000001,0.127
1914-06-01,13.496,0.233,19.335,0.255,7.218999999999999,0.255,16.421000000000006,0.114
1914-07-01,14.298,0.307,20.065,0.309,8.182,0.336,16.653,0.131
1914-08-01,13.73,0.318,19.692,0.321,7.869999999999999,0.324,16.692,0.132
1914-09-01,11.915,0.23,17.747000000000003,0.23,5.8660000000000005,0.245,16.075,0.13699999999999998
1914-10-01,9.387,0.183,15.271,0.237,3.567,0.26,15.222999999999999,0.124
1914-11-01,5.7589999999999995,0.195,11.287,0.399,0.23899999999999996,0.329,14.155,0.125
1914-12-01,3.6,0.276,8.764,0.371,-1.624,0.334,13.597000000000001,0.139
1915-01-01,2.299,0.246,7.901,0.37,-3.4160000000000004,0.332,13.32,0.134
1915-02-01,3.265,0.261,8.931000000000001,0.419,-2.52,0.375,13.675,0.13699999999999998
1915-03-01,5.143,0.209,11.024000000000001,0.272,-1.115,0.355,14.32,0.131
1915-04-01,8.705,0.251,14.607000000000001,0.336,2.755,0.324,15.292,0.135
1915-05-01,11.493,0.28600000000000003,17.141000000000002,0.325,5.371,0.416,16.067,0.138
1915-06-01,13.3,0.249,19.189,0.294,7.154,0.292,16.445,0.133
1915-07-01,14.443,0.295,20.553,0.685,8.455,0.313,16.817,0.145
1915-08-01,13.77,0.326,19.997,0.5820000000000001,7.757999999999999,0.333,16.802,0.14400000000000002
1915-09-01,11.867,0.259,17.811,0.539,6.037999999999999,0.338,16.102,0.135
1915-10-01,8.984,0.19,14.862,0.302,3.017,0.36,15.093,0.125
1915-11-01,6.216,0.185,12.159,0.337,0.297,0.33,14.254000000000001,0.127
1915-12-01,3.633,0.197,9.515,0.327,-2.069,0.377,13.538,0.127
1916-01-01,2.616,0.242,8.309,0.29600000000000004,-2.927,0.359,13.294,0.134
1916-02-01,2.957,0.264,8.855,0.289,-3.0239999999999996,0.371,13.581,0.134
1916-03-01,4.846,0.307,10.961,0.308,-1.584,0.32,14.121,0.142
1916-04-01,8.046999999999999,0.257,14.095999999999998,0.272,1.9180000000000001,0.343,14.975,0.134
1916-05-01,10.972000000000001,0.294,17.084,0.374,4.7940000000000005,0.457,15.779000000000002,0.139
1916-06-01,12.942,0.232,18.91,0.35700000000000004,6.867000000000001,0.376,16.290000000000006,0.126
1916-07-01,14.052,0.301,20.012,0.327,8.184,0.34700000000000003,16.599,0.145
1916-08-01,13.58,0.32299999999999995,19.484,0.355,7.754,0.338,16.511,0.142
1916-09-01,11.726,0.247,17.634,0.302,5.725,0.306,15.927,0.132
1916-10-01,9.053,0.218,14.763,0.29600000000000004,3.156,0.195,14.919,0.128
1916-11-01,5.596,0.214,11.22,0.305,-0.31099999999999994,0.257,13.814,0.131
1916-12-01,2.316,0.226,7.837999999999999,0.406,-3.4019999999999997,0.253,13.005999999999998,0.131
1917-01-01,2.133,0.252,7.847999999999999,0.358,-3.782,0.273,12.84,0.138
1917-02-01,2.36,0.314,8.334,0.398,-3.7710000000000004,0.307,13.099,0.151
1917-03-01,4.488,0.231,10.552,0.227,-1.983,0.272,13.800999999999998,0.136
1917-04-01,7.854999999999999,0.272,13.932,0.235,1.689,0.317,14.815,0.142
1917-05-01,10.443,0.294,16.421000000000006,0.341,4.3050000000000015,0.373,15.537,0.14300000000000002
1917-06-01,12.915,0.243,18.889,0.303,6.792000000000002,0.325,16.239,0.132
1917-07-01,14.259,0.29600000000000004,20.083,0.374,8.377,0.344,16.706,0.14400000000000002
1917-08-01,13.470999999999998,0.319,19.568,0.507,7.544999999999999,0.349,16.580000000000002,0.149
1917-09-01,11.745,0.242,17.669,0.28300000000000003,5.796,0.312,16.058,0.142
1917-10-01,8.544,0.173,14.425999999999998,0.279,2.64,0.301,14.942,0.126
1917-11-01,5.82,0.226,11.686,0.253,0.05700000000000005,0.266,14.002,0.138
1917-12-01,2.247,0.266,7.702999999999999,0.276,-3.43,0.326,13.097999999999999,0.145
1918-01-01,1.934,0.251,7.5520000000000005,0.261,-3.802000000000001,0.371,13.129000000000001,0.141
1918-02-01,2.455,0.342,8.256,0.314,-3.568,0.344,13.312,0.156
1918-03-01,4.811,0.257,10.704,0.197,-1.2670000000000001,0.31,14.034,0.147
1918-04-01,7.643999999999999,0.258,13.706,0.255,1.426,0.38,14.794,0.14800000000000002
1918-05-01,10.54,0.304,16.48,0.332,4.386,0.359,15.732999999999999,0.156
1918-06-01,12.908,0.242,18.731,0.335,6.772,0.407,16.305999999999997,0.14
1918-07-01,14.002,0.301,19.916,0.3670000000000001,7.896,0.384,16.596,0.149
1918-08-01,13.431,0.329,19.326,0.334,7.491999999999999,0.378,16.552,0.147
1918-09-01,11.880999999999998,0.256,17.999000000000006,0.243,5.8,0.29,16.074,0.147
1918-10-01,9.433,0.209,15.332,0.243,3.5780000000000003,0.499,15.252,0.14400000000000002
1918-11-01,5.683,0.225,11.265,0.2,0.14200000000000002,0.353,14.297,0.14800000000000002
1918-12-01,2.8480000000000003,0.245,8.266,0.35600000000000004,-2.627,0.377,13.439,0.155
1919-01-01,2.184,0.252,7.648999999999999,0.381,-3.3960000000000004,0.453,13.309000000000001,0.152
1919-02-01,2.852,0.285,8.626999999999999,0.43,-2.9960000000000004,0.452,13.677999999999999,0.151
1919-03-01,4.743,0.27,10.714,0.285,-1.5470000000000002,0.35200000000000004,14.22,0.14800000000000002
1919-04-01,8.487,0.292,14.412,0.349,2.441,0.385,15.253,0.15
1919-05-01,10.969000000000001,0.28600000000000003,16.701,0.376,4.881,0.375,15.847000000000001,0.14
1919-06-01,13.228,0.241,19.017,0.429,7.102,0.34,16.375,0.132
1919-07-01,14.274,0.299,20.146,0.44,8.264,0.414,16.582,0.14400000000000002
1919-08-01,13.786,0.335,19.804000000000002,0.3670000000000001,7.8420000000000005,0.333,16.498,0.153
1919-09-01,11.989999999999998,0.25,17.887,0.34600000000000003,6.126,0.26,16.025,0.141
1919-10-01,9.361,0.21600000000000005,15.005,0.205,3.522,0.237,15.117,0.129
1919-11-01,5.489,0.23,11.158,0.184,-0.4310000000000001,0.205,13.914000000000001,0.136
1919-12-01,3.224,0.245,8.756,0.303,-2.395,0.266,13.263,0.138
1920-01-01,2.841,0.25,8.443999999999999,0.435,-2.9419999999999997,0.328,13.257,0.13699999999999998
1920-02-01,2.755,0.268,8.266,0.503,-3.109,0.289,13.347,0.136
1920-03-01,5.227,0.231,11.034,0.3,-0.782,0.292,14.25,0.138
1920-04-01,8.293,0.272,14.140999999999998,0.298,2.164,0.419,15.079,0.145
1920-05-01,11.130999999999998,0.31,17.145,0.474,5.126,0.35200000000000004,15.855,0.141
1920-06-01,13.105,0.245,18.9,0.335,7.057,0.297,16.415000000000006,0.131
1920-07-01,14.245,0.305,20.121,0.477,8.299,0.358,16.692999999999998,0.14300000000000002
1920-08-01,13.698,0.343,19.647000000000002,0.305,7.7719999999999985,0.345,16.625999999999998,0.14300000000000002
1920-09-01,11.794,0.258,17.810000000000006,0.257,5.85,0.297,16.117,0.133
1920-10-01,9.021,0.212,14.852,0.302,3.1,0.267,15.206,0.125
1920-11-01,5.566,0.229,11.127,0.243,-0.12300000000000001,0.278,14.159,0.128
1920-12-01,2.6289999999999996,0.229,8.225,0.31,-3.063,0.402,13.311,0.127
1921-01-01,2.98,0.32,8.737,0.317,-2.7089999999999996,0.345,13.439,0.146
1921-02-01,3.125,0.236,9.17,0.409,-2.8160000000000003,0.278,13.622,0.129
1921-03-01,5.081,0.276,10.928,0.36,-0.9309999999999999,0.322,14.128,0.13699999999999998
1921-04-01,8.324,0.262,14.327,0.247,2.252,0.34,15.005,0.129
1921-05-01,11.245,0.282,17.255000000000006,0.306,5.152,0.389,15.825999999999999,0.129
1921-06-01,13.44,0.239,19.36,0.299,7.3839999999999995,0.366,16.490000000000002,0.122
1921-07-01,14.436,0.302,20.42,0.29600000000000004,8.424,0.388,16.783,0.136
1921-08-01,13.561,0.326,19.468,0.311,7.600999999999999,0.368,16.618000000000002,0.13699999999999998
1921-09-01,11.869000000000002,0.24,17.785,0.221,5.996,0.235,16.166,0.125
1921-10-01,9.264,0.188,15.124,0.248,3.446,0.244,15.285,0.117
1921-11-01,5.864,0.198,11.362,0.22,0.2,0.236,14.235999999999999,0.12
1921-12-01,3.6630000000000003,0.213,9.157,0.243,-1.874,0.273,13.627,0.123
1922-01-01,2.15,0.214,7.603,0.524,-3.428,0.389,13.177,0.121
1922-02-01,2.376,0.271,8.234,0.529,-3.6839999999999997,0.434,13.453,0.128
1922-03-01,5.156000000000001,0.223,11.248,0.282,-1.1880000000000002,0.261,14.245,0.121
1922-04-01,8.379999999999999,0.276,14.520999999999999,0.23,2.156,0.324,15.168,0.127
1922-05-01,11.097000000000001,0.285,16.912000000000006,0.369,4.9830000000000005,0.35700000000000004,15.777999999999999,0.13
1922-06-01,13.331,0.241,19.153,0.299,7.266,0.236,16.406000000000002,0.117
1922-07-01,14.277999999999999,0.306,20.098,0.305,8.241,0.35200000000000004,16.745,0.13
1922-08-01,13.584000000000001,0.333,19.475,0.315,7.598999999999998,0.303,16.532,0.134
1922-09-01,11.775,0.255,17.660999999999998,0.232,5.754,0.265,15.981,0.121
1922-10-01,9.056000000000001,0.219,14.975,0.202,3.134,0.27,15.043,0.12
1922-11-01,6.046,0.246,11.615,0.26,0.232,0.278,14.117,0.121
1922-12-01,3.667,0.234,8.968,0.241,-1.865,0.29,13.503,0.119
1923-01-01,2.487,0.276,8.209999999999999,0.259,-3.1950000000000003,0.349,13.24,0.127
1923-02-01,2.563,0.262,8.298,0.318,-3.1719999999999997,0.263,13.357999999999999,0.124
1923-03-01,4.8660000000000005,0.226,10.786,0.194,-1.256,0.252,14.049000000000001,0.122
1923-04-01,7.749,0.24,13.64,0.28300000000000003,1.602,0.311,14.959000000000001,0.122
1923-05-01,10.848999999999998,0.292,16.825000000000006,0.34600000000000003,4.790000000000001,0.385,15.724,0.128
1923-06-01,13.296,0.259,19.056,0.231,7.138999999999999,0.277,16.452,0.12
1923-07-01,13.984000000000002,0.3,19.81,0.32299999999999995,8.012,0.343,16.628,0.129
1923-08-01,13.610999999999999,0.34,19.445,0.333,7.645,0.3,16.54,0.13699999999999998
1923-09-01,11.883,0.256,17.783,0.29100000000000004,5.816,0.231,15.992,0.12
1923-10-01,9.52,0.191,15.187999999999999,0.341,3.523,0.225,15.249,0.112
1923-11-01,6.377999999999999,0.179,11.870999999999999,0.22,0.474,0.232,14.404000000000002,0.112
1923-12-01,3.88,0.21600000000000005,9.269,0.278,-1.903,0.31,13.739,0.119
1924-01-01,2.339,0.29,7.911999999999999,0.298,-3.502,0.377,13.303,0.134
1924-02-01,2.888,0.28800000000000003,8.609,0.469,-3.0250000000000004,0.383,13.585,0.127
1924-03-01,5.352,0.208,11.239999999999998,0.183,-0.8059999999999999,0.262,14.325,0.119
1924-04-01,7.97,0.267,13.857000000000001,0.274,1.722,0.299,15.081,0.127
1924-05-01,11.188,0.298,17.185000000000002,0.31,4.905,0.325,15.918,0.127
1924-06-01,13.342,0.241,19.195,0.284,7.085000000000001,0.244,16.461000000000002,0.116
1924-07-01,14.304,0.307,20.057000000000002,0.322,8.161,0.326,16.724,0.131
1924-08-01,13.654000000000002,0.326,19.519000000000002,0.312,7.584999999999999,0.338,16.555999999999997,0.134
1924-09-01,11.957,0.232,17.783,0.219,6.024,0.252,16.003,0.122
1924-10-01,9.203,0.182,14.896,0.243,3.29,0.223,15.042,0.117
1924-11-01,6.4,0.2,11.794,0.191,0.6559999999999999,0.193,14.132,0.116
1924-12-01,3.485,0.243,8.639,0.246,-2.021,0.309,13.342,0.124
1925-01-01,2.268,0.228,7.483999999999999,0.289,-3.1790000000000003,0.28300000000000003,13.157,0.125
1925-02-01,2.701,0.236,8.51,0.254,-3.3139999999999996,0.335,13.360999999999999,0.121
1925-03-01,5.126,0.224,11.133,0.206,-1.14,0.247,14.155,0.124
1925-04-01,8.442,0.244,14.538,0.272,2.178,0.315,15.011,0.124
1925-05-01,11.039000000000001,0.28600000000000003,17.032,0.324,4.828,0.31,15.855,0.13
1925-06-01,13.089,0.22,19.041,0.28300000000000003,6.882999999999999,0.276,16.413,0.116
1925-07-01,14.065999999999999,0.3,19.971,0.279,8.047,0.306,16.740000000000002,0.129
1925-08-01,13.769,0.32,19.737000000000002,0.289,7.723999999999998,0.3670000000000001,16.715999999999998,0.135
1925-09-01,11.979000000000001,0.235,17.874000000000006,0.244,6.007999999999999,0.222,16.14,0.126
1925-10-01,9.196,0.193,14.889000000000001,0.188,3.287,0.253,15.220999999999998,0.117
1925-11-01,6.34,0.196,11.912,0.193,0.6459999999999999,0.268,14.418,0.118
1925-12-01,4.398,0.207,10.011000000000001,0.244,-1.4700000000000002,0.305,13.897,0.122
1926-01-01,3.4530000000000003,0.258,8.785,0.277,-2.2220000000000004,0.233,13.739,0.128
1926-02-01,3.717,0.211,9.503,0.249,-2.307,0.31,13.842,0.115
1926-03-01,5.831,0.17800000000000002,11.593,0.198,-0.23400000000000004,0.258,14.536,0.116
1926-04-01,8.193,0.259,14.095,0.298,2.006,0.299,15.214,0.127
1926-05-01,10.931,0.295,16.688000000000002,0.301,4.806,0.335,15.932,0.129
1926-06-01,13.285,0.231,19.214000000000002,0.229,7.0790000000000015,0.261,16.581,0.117
1926-07-01,14.168,0.287,19.998,0.297,8.058,0.332,16.766000000000002,0.13
1926-08-01,13.877,0.321,19.695,0.304,7.915999999999999,0.345,16.8,0.135
1926-09-01,12.075,0.242,17.816000000000006,0.231,6.15,0.255,16.222,0.12
1926-10-01,9.55,0.2,15.474,0.193,3.6010000000000004,0.241,15.372,0.115
1926-11-01,6.3,0.208,11.936,0.245,0.618,0.248,14.350999999999999,0.116
1926-12-01,3.366,0.222,8.629999999999999,0.25,-2.248,0.264,13.538,0.121
1927-01-01,2.372,0.268,7.935,0.229,-3.5120000000000005,0.251,13.323,0.13
1927-02-01,3.0389999999999997,0.244,8.67,0.25,-2.866,0.315,13.65,0.12
1927-03-01,4.668,0.223,10.565,0.232,-1.495,0.31,14.084000000000001,0.121
1927-04-01,8.035,0.239,14.007,0.256,1.852,0.368,15.045,0.118
1927-05-01,11.104000000000001,0.297,16.998,0.28,4.873,0.32,15.873,0.127
1927-06-01,13.271999999999998,0.23,19.136,0.245,7.106,0.265,16.444000000000006,0.114
1927-07-01,14.323,0.302,20.237,0.262,8.283999999999999,0.33,16.812,0.13
1927-08-01,13.698,0.34,19.529,0.3,7.696999999999999,0.314,16.742,0.136
1927-09-01,12.254000000000001,0.24,18.109,0.206,6.26,0.251,16.224,0.119
1927-10-01,9.887,0.2,15.627,0.205,4.02,0.268,15.435,0.112
1927-11-01,6.346,0.192,12.072000000000001,0.219,0.596,0.268,14.342,0.113
1927-12-01,3.267,0.212,8.689,0.301,-2.3920000000000003,0.28300000000000003,13.493,0.12
1928-01-01,3.0460000000000003,0.211,8.290999999999999,0.228,-2.631,0.29100000000000004,13.637,0.121
1928-02-01,3.333,0.241,9.04,0.317,-2.609,0.29600000000000004,13.722,0.123
1928-03-01,4.959,0.191,10.892000000000001,0.23,-1.247,0.29600000000000004,14.229000000000001,0.119
1928-04-01,8.244,0.276,14.193,0.219,2.046,0.304,15.126,0.127
1928-05-01,11.169,0.321,17.060000000000002,0.274,4.981000000000001,0.335,15.88,0.134
1928-06-01,13.113,0.238,18.856,0.254,7.045,0.265,16.355,0.119
1928-07-01,14.31,0.297,20.005,0.297,8.189,0.298,16.796,0.128
1928-08-01,13.687000000000001,0.327,19.522000000000002,0.305,7.797999999999999,0.319,16.7,0.133
1928-09-01,12.03,0.235,17.980999999999998,0.223,6.02,0.237,16.066,0.12
1928-10-01,9.486,0.193,15.387,0.19,3.549,0.214,15.232,0.112
1928-11-01,6.336,0.231,11.933,0.177,0.629,0.241,14.276,0.122
1928-12-01,3.873,0.222,9.186,0.26,-1.751,0.257,13.568,0.122
1929-01-01,2.0540000000000003,0.289,7.479999999999999,0.298,-3.66,0.272,13.137,0.134
1929-02-01,2.172,0.229,7.837999999999999,0.219,-3.883,0.274,13.241,0.12
1929-03-01,5.099,0.191,10.982000000000001,0.229,-1.131,0.289,14.079,0.121
1929-04-01,8.094,0.265,14.08,0.292,1.8419999999999999,0.281,14.987,0.126
1929-05-01,10.915,0.294,16.906000000000002,0.258,4.784000000000002,0.334,15.716,0.128
1929-06-01,12.928,0.232,18.65,0.26,6.9079999999999995,0.29100000000000004,16.328000000000007,0.117
1929-07-01,13.957,0.314,19.652,0.314,8.012,0.318,16.59,0.134
1929-08-01,13.68,0.33,19.548,0.301,7.696999999999999,0.328,16.671,0.138
1929-09-01,11.807,0.255,17.598000000000006,0.199,5.926,0.238,16.092,0.126
1929-10-01,9.46,0.195,15.217,0.182,3.6860000000000004,0.226,15.248,0.113
1929-11-01,6.172000000000001,0.207,11.757,0.175,0.377,0.213,14.312999999999999,0.118
1929-12-01,2.571,0.22,7.769,0.222,-2.9450000000000003,0.242,13.207,0.121
1930-01-01,2.401,0.226,7.669999999999999,0.21600000000000005,-3.1689999999999996,0.343,13.26,0.13
1930-02-01,3.1519999999999997,0.236,8.9,0.252,-2.8520000000000003,0.252,13.54,0.126
1930-03-01,5.483,0.191,11.539000000000001,0.273,-0.5710000000000001,0.209,14.326,0.127
1930-04-01,8.181999999999999,0.242,14.017000000000001,0.254,2.072,0.271,15.081,0.124
1930-05-01,11.105,0.292,16.87,0.272,5.016,0.314,15.911,0.131
1930-06-01,13.347000000000001,0.231,19.071,0.264,7.295,0.309,16.473000000000006,0.122
1930-07-01,14.465,0.301,20.252,0.267,8.415,0.287,16.854,0.13699999999999998
1930-08-01,13.928,0.327,19.803,0.29100000000000004,7.995999999999999,0.304,16.791,0.146
1930-09-01,11.874,0.247,17.754,0.204,5.935,0.237,16.25,0.131
1930-10-01,9.261000000000001,0.187,14.941,0.205,3.587,0.25,15.355,0.121
1930-11-01,6.574,0.202,12.032,0.18600000000000005,0.8919999999999999,0.213,14.505,0.128
1930-12-01,3.8310000000000004,0.194,9.066,0.239,-1.736,0.243,13.724,0.124
1931-01-01,2.761,0.225,8.059,0.339,-2.897,0.252,13.529000000000002,0.13
1931-02-01,2.708,0.224,8.218,0.233,-3.123,0.245,13.620999999999999,0.125
1931-03-01,5.22,0.18600000000000005,11.194,0.14800000000000002,-1.006,0.244,14.347000000000001,0.126
1931-04-01,8.163,0.234,14.079,0.228,2.025,0.29,15.116,0.126
1931-05-01,11.02,0.281,16.805,0.266,4.9510000000000005,0.327,15.872,0.129
1931-06-01,13.573,0.24,19.419,0.222,7.489000000000001,0.256,16.630000000000006,0.126
1931-07-01,14.575999999999999,0.302,20.399,0.275,8.665,0.328,16.967,0.138
1931-08-01,14.12,0.33,19.961,0.289,8.189,0.331,16.887,0.145
