2022-07-20/10:41:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:18:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:34		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:39		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:44		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:46		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:51		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:56		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:19:58		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:13		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:15		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:23		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:25		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:32		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:20:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:21		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:23		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:21:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:21		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:23		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:22:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:21		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:23:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:13		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:15		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:17		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:32		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:39		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:51		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:56		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:24:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:44		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:46		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:25:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:44		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:46		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:26:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:39		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:44		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:46		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:27:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:39		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:46		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:56		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:28:58		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:13		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:15		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:17		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:35		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:37		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:39		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:48		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:50		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:56		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:29:58		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:13		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:15		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:17		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:22		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:32		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:34		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:52		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:54		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:56		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:30:58		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:07		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:09		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:13		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:15		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:17		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:21		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:24		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:26		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:32		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:34		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:41		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:51		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:31:58		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:00		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:17		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:19		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:21		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:23		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:25		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:27		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:29		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:31		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:33		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:42		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:44		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:51		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:32:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:01		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:03		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:05		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:10		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:12		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:14		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:16		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:18		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:20		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:23		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:25		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:28		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:30		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:32		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:34		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:36		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:38		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:40		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:43		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:45		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:47		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:49		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:51		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:53		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:55		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:57		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:33:59		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:02		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:04		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:06		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:08		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:11		 raw_data.csv: Entry loaded successfully!!
2022-07-21/10:34:13		 raw_data.csv: Entry loaded successfully!!
